transaction_id,transaction_type_id,account_id,transaction_date,from_account,to_account,amount_base_curr,amount_usd,currency_code,currency_rate,notes,load_date,load_id
6BR359482J704D838W,102,109,2017-06-01,8876-8024-429,1196-8648-189,558773,558773,USD,1,This was a transaction made to a freelancer,2017-03-01,0
8PT832339H868A879B,102,109,2017-07-01,8876-8024-429,8441-9106-593,567435,567435,USD,1,This was a transaction made to a freelancer,2017-03-01,0
1BS283568U939P118A,102,109,2017-08-01,8876-8024-429,4652-7758-422,492495,492495,USD,1,This was a transaction made to a freelancer,2017-03-01,0
1LZ588276W996E450J,102,109,2017-09-01,8876-8024-429,7582-5237-047,89357,89357,USD,1,This was a transaction made to a freelancer,2017-03-01,0
8SM904275M554H323O,102,109,2017-10-01,8876-8024-429,1404-6803-057,242303,242303,USD,1,This was a transaction made to a freelancer,2017-03-01,0
6SQ600365Z297A466W,102,109,2017-11-01,8876-8024-429,5431-8076-366,702986,702986,USD,1,This was a transaction made to a freelancer,2017-03-01,0
2EY475921N489K454E,102,109,2017-12-01,8876-8024-429,9975-0572-886,597388,597388,USD,1,This was a transaction made to a freelancer,2017-03-01,0
5GC273437X754A621D,102,109,2018-01-01,8876-8024-429,1826-3244-457,598847,598847,USD,1,This was a transaction made to a freelancer,2017-03-01,0
2KJ628826P144E949K,102,109,2018-02-01,8876-8024-429,1373-4166-311,309673,309673,USD,1,This was a transaction made to a freelancer,2017-03-01,0
0HA560170R757N539G,102,109,2018-03-01,8876-8024-429,8003-1464-483,248962,248962,USD,1,This installment was made to pay off debt,2017-03-01,0
7LJ757594S850X538S,102,109,2018-04-01,8876-8024-429,7703-6885-245,720987,720987,USD,1,This installment was made to pay off debt,2017-03-01,0
1GC635494P291X955Z,102,109,2018-05-01,8876-8024-429,3794-5251-130,160117,160117,USD,1,This installment was made to pay off debt,2017-03-01,0
6KQ116385L979U172O,102,109,2018-06-01,8876-8024-429,7651-8952-057,402393,402393,USD,1,This installment was made to pay off debt,2017-03-01,0
4OJ265020H123O962R,102,110,2016-01-01,1624-0742-062,1256-1486-482,200833,200833,USD,1,This installment was made to pay off debt,2017-03-01,0
8ZO982190W941I668M,102,110,2016-02-01,1624-0742-062,7849-0285-105,788520,788520,USD,1,This installment was made to pay off debt,2017-03-01,0
5AR855565Q508X091O,102,110,2016-03-01,1624-0742-062,1640-7041-491,919144,919144,USD,1,This installment was made to pay off debt,2017-03-01,0
7XW298338L220S016L,102,110,2016-04-01,1624-0742-062,3809-1078-254,210111,210111,USD,1,This installment was made to pay off debt,2017-03-01,0
6TB747646A669A475S,102,110,2016-05-01,1624-0742-062,1097-6582-590,987610,987610,USD,1,This installment was made to pay off debt,2017-03-01,0
5IH062053H218E686X,102,110,2016-06-01,1624-0742-062,1760-1852-698,678611,678611,USD,1,This installment was made to pay off debt,2017-03-01,0
0BS781482U181Y651H,102,110,2016-07-01,1624-0742-062,1970-4555-899,407908,407908,USD,1,This installment was made to pay off debt,2017-03-01,0
7AJ699886I946K253N,102,110,2016-08-01,1624-0742-062,1838-5694-849,157723,157723,USD,1,This installment was made to pay off debt,2017-03-01,0
4WI919768H824K649P,102,110,2016-09-01,1624-0742-062,8876-8024-429,269631,269631,USD,1,This installment was made to pay off debt,2017-03-01,0
9XK194654E235S950T,102,110,2016-10-01,1624-0742-062,1624-0742-062,740512,740512,USD,1,This installment was made to pay off debt,2017-03-01,0
3ZK153211F680A546Y,102,110,2016-11-01,1624-0742-062,5814-8777-951,353419,353419,USD,1,This installment was made to pay off debt,2017-03-01,0
8WD635644Z332K470L,102,110,2016-12-01,1624-0742-062,6988-3552-298,79558,79558,USD,1,This installment was made to pay off debt,2017-03-01,0
4DP042782L623M743B,102,110,2017-01-01,1624-0742-062,5950-8732-002,723293,723293,USD,1,This installment was made to pay off debt,2017-03-01,0
3NF396723R923H968B,102,110,2017-02-01,1624-0742-062,9328-2377-226,396564,396564,USD,1,This installment was made to pay off debt,2017-03-01,0
3YF438182I112N530A,102,110,2017-03-01,1624-0742-062,5829-4949-365,703847,703847,USD,1,This installment was made to pay off debt,2017-03-01,0
7TA434648J033B191H,102,110,2017-04-01,1624-0742-062,6161-0773-138,120412,120412,USD,1,This installment was made to pay off debt,2017-03-01,0
8QS332264V123N399H,102,110,2017-05-01,1624-0742-062,7226-3782-765,292997,292997,USD,1,This installment was made to pay off debt,2017-03-01,0
8YV770795V893K934R,102,110,2017-06-01,1624-0742-062,1196-8648-189,346546,346546,USD,1,This installment was made to pay off debt,2017-03-01,0
1LL138507B724O433L,102,110,2017-07-01,1624-0742-062,8441-9106-593,433844,433844,USD,1,This installment was made to pay off debt,2017-03-01,0
3VJ613968U736M741L,102,110,2017-08-01,1624-0742-062,4652-7758-422,338845,338845,USD,1,This installment was made to pay off debt,2017-03-01,0
6NV192491X256E408R,102,110,2017-09-01,1624-0742-062,7582-5237-047,627255,627255,USD,1,This installment was made to pay off debt,2017-03-01,0
9DM036370I702P916H,102,110,2017-10-01,1624-0742-062,1404-6803-057,603189,603189,USD,1,This installment was made to pay off debt,2017-03-01,0
8BF489122W646Y503N,102,110,2017-11-01,1624-0742-062,5431-8076-366,728784,728784,USD,1,This installment was made to pay off debt,2017-03-01,0
6ET244144N837X209R,102,110,2017-12-01,1624-0742-062,9975-0572-886,744790,744790,USD,1,This installment was made to pay off debt,2017-03-01,0
0TO230449G924L077Z,102,110,2018-01-01,1624-0742-062,1826-3244-457,160839,160839,USD,1,This installment was made to pay off debt,2017-03-01,0
5KT779430H911E488R,102,110,2018-02-01,1624-0742-062,1373-4166-311,685833,685833,USD,1,Following was a salary transaction,2017-03-01,0
3RT857612M957L034C,102,110,2018-03-01,1624-0742-062,8003-1464-483,42129,42129,USD,1,Following was a salary transaction,2017-03-01,0
8YH135429D044X522M,102,110,2018-04-01,1624-0742-062,7703-6885-245,927625,927625,USD,1,Following was a salary transaction,2017-03-01,0
4QH885000P213R358P,102,110,2018-05-01,1624-0742-062,3794-5251-130,789855,789855,USD,1,Following was a salary transaction,2017-03-01,0
7WF156597H877X204R,102,110,2018-06-01,1624-0742-062,7651-8952-057,830517,830517,USD,1,Following was a salary transaction,2017-03-01,0
8DU579902K217Y063Y,102,111,2016-01-01,5814-8777-951,1256-1486-482,864373,864373,USD,1,Following was a salary transaction,2017-03-01,0
3JL433339O457O695Z,102,111,2016-02-01,5814-8777-951,7849-0285-105,514096,514096,USD,1,Following was a salary transaction,2017-03-01,0
3YJ733247X476H046L,102,111,2016-03-01,5814-8777-951,1640-7041-491,725624,725624,USD,1,Following was a salary transaction,2017-03-01,0
5QD761589U000J716N,102,111,2016-04-01,5814-8777-951,3809-1078-254,626998,626998,USD,1,Following was a salary transaction,2017-03-01,0
8BG306712R766L811N,102,111,2016-05-01,5814-8777-951,1097-6582-590,581070,581070,USD,1,Following was a salary transaction,2017-03-01,0
1BK872479G161G241C,102,111,2016-06-01,5814-8777-951,1760-1852-698,620470,620470,USD,1,Following was a salary transaction,2017-03-01,0
4HQ246346L420W978I,102,111,2016-07-01,5814-8777-951,1970-4555-899,258342,258342,USD,1,Following was a salary transaction,2017-03-01,0
5JK090997K164P294J,102,111,2016-08-01,5814-8777-951,1838-5694-849,210729,210729,USD,1,Following was a salary transaction,2017-03-01,0
2PD676443X165X920B,102,111,2016-09-01,5814-8777-951,8876-8024-429,165495,165495,USD,1,Following was a salary transaction,2017-03-01,0
3BO100219Z322C835J,102,111,2016-10-01,5814-8777-951,1624-0742-062,707959,707959,USD,1,Following was a salary transaction,2017-03-01,0
8KD673904P279M714R,102,111,2016-11-01,5814-8777-951,5814-8777-951,153852,153852,USD,1,Following was a salary transaction,2017-03-01,0
8PF142668N140S487D,102,111,2016-12-01,5814-8777-951,6988-3552-298,171172,171172,USD,1,Following was a salary transaction,2017-03-01,0
1XY593926J311N755C,102,111,2017-01-01,5814-8777-951,5950-8732-002,455132,455132,USD,1,Following was a salary transaction,2017-03-01,0
7UT211902D567X409P,102,111,2017-02-01,5814-8777-951,9328-2377-226,157438,157438,USD,1,Following was a salary transaction,2017-03-01,0
1NB667891A187U162E,102,111,2017-03-01,5814-8777-951,5829-4949-365,960301,960301,USD,1,Following was a salary transaction,2017-03-01,0
0YX744572S402M422V,102,111,2017-04-01,5814-8777-951,6161-0773-138,81102,81102,USD,1,Following was a salary transaction,2017-03-01,0
8JV128466A707S201D,102,111,2017-05-01,5814-8777-951,7226-3782-765,995466,995466,USD,1,Following was a salary transaction,2017-03-01,0
5XC719690Z397O716P,102,111,2017-06-01,5814-8777-951,1196-8648-189,602093,602093,USD,1,Following was a salary transaction,2017-03-01,0
1XZ985591F676Y176R,102,111,2017-07-01,5814-8777-951,8441-9106-593,360641,360641,USD,1,Following was a salary transaction,2017-03-01,0
2ZN486386R846E189O,102,111,2017-08-01,5814-8777-951,4652-7758-422,322252,322252,USD,1,Following was a salary transaction,2017-03-01,0
5SV845222P097G329S,102,111,2017-09-01,5814-8777-951,7582-5237-047,499373,499373,USD,1,Following was a salary transaction,2017-03-01,0
3LX378241U712C110U,102,111,2017-10-01,5814-8777-951,1404-6803-057,184412,184412,USD,1,Following was a salary transaction,2017-03-01,0
9IU635302P253O322R,102,111,2017-11-01,5814-8777-951,5431-8076-366,57020,57020,USD,1,Following was a salary transaction,2017-03-01,0
6EV593441T851Q583R,102,111,2017-12-01,5814-8777-951,9975-0572-886,254269,193244.44,CAD,0.76,This was a loan installment,2017-03-01,0
7CU815676V865N404R,102,111,2018-01-01,5814-8777-951,1826-3244-457,947169,719848.44,CAD,0.76,This was a loan installment,2017-03-01,0
9RN651732V696M978I,102,111,2018-02-01,5814-8777-951,1373-4166-311,170702,129733.52,CAD,0.76,This was a loan installment,2017-03-01,0
6EW916314Z852S579E,102,111,2018-03-01,5814-8777-951,8003-1464-483,597535,454126.6,CAD,0.76,This was a loan installment,2017-03-01,0
8CG795781T676J839M,102,111,2018-04-01,5814-8777-951,7703-6885-245,410270,311805.2,CAD,0.76,This was a loan installment,2017-03-01,0
9ZD573002D853F546R,102,111,2018-05-01,5814-8777-951,3794-5251-130,69487,52810.12,CAD,0.76,This was a loan installment,2017-03-01,0
3UF172349F607O369O,102,111,2018-06-01,5814-8777-951,7651-8952-057,240011,182408.36,CAD,0.76,This was a loan installment,2017-03-01,0
5UL671395V803F938G,102,112,2016-01-01,6988-3552-298,1256-1486-482,287805,218731.8,CAD,0.76,This was a loan installment,2017-03-01,0
9NQ946697D133Z599F,102,112,2016-02-01,6988-3552-298,7849-0285-105,763072,579934.72,CAD,0.76,This was a loan installment,2017-03-01,0
6XP448207Z191L605T,102,112,2016-03-01,6988-3552-298,1640-7041-491,486445,369698.2,CAD,0.76,This was a loan installment,2017-03-01,0
5DY277202U053I540S,102,112,2016-04-01,6988-3552-298,3809-1078-254,320807,243813.32,CAD,0.76,This was a loan installment,2017-03-01,0
6RR633538Y606P720K,102,112,2016-05-01,6988-3552-298,1097-6582-590,160404,121907.04,CAD,0.76,This was a loan installment,2017-03-01,0
0MP947524Q779Z226B,102,112,2016-06-01,6988-3552-298,1760-1852-698,142779,108512.04,CAD,0.76,This was a loan installment,2017-03-01,0
4VL547071L527X347I,102,112,2016-07-01,6988-3552-298,1970-4555-899,442207,336077.32,CAD,0.76,This was a loan installment,2017-03-01,0
4LY278868O896J755M,102,112,2016-08-01,6988-3552-298,1838-5694-849,123135,93582.6,CAD,0.76,This was a loan installment,2017-03-01,0
8CI949919B853W063Z,102,112,2016-09-01,6988-3552-298,8876-8024-429,322928,245425.28,CAD,0.76,This was a loan installment,2017-03-01,0
6KG127662A780R854R,102,112,2016-10-01,6988-3552-298,1624-0742-062,717754,545493.04,CAD,0.76,This was a loan installment,2017-03-01,0
5GB483235Y284C691R,102,112,2016-11-01,6988-3552-298,5814-8777-951,156969,119296.44,CAD,0.76,This was a loan installment,2017-03-01,0
6JG256873Y902U739P,102,112,2016-12-01,6988-3552-298,6988-3552-298,351691,267285.16,CAD,0.76,This was a loan installment,2017-03-01,0
4BO250436F227F074H,102,112,2017-01-01,6988-3552-298,5950-8732-002,338336,257135.36,CAD,0.76,This was a loan installment,2017-03-01,0
4RM179347U962H855Z,102,112,2017-02-01,6988-3552-298,9328-2377-226,308983,234827.08,CAD,0.76,This was a loan installment,2017-03-01,0
9UX147873A006C159I,102,112,2017-03-01,6988-3552-298,5829-4949-365,680001,516800.76,CAD,0.76,This was a loan installment,2017-03-01,0
0ET319876S703F994U,102,112,2017-04-01,6988-3552-298,6161-0773-138,464978,353383.28,CAD,0.76,This was a loan installment,2017-03-01,0
4UN394622L494Q886S,102,112,2017-05-01,6988-3552-298,7226-3782-765,887621,674591.96,CAD,0.76,This was a loan installment,2017-03-01,0
9UP616364V783U355T,102,112,2017-06-01,6988-3552-298,1196-8648-189,399037,303268.12,CAD,0.76,This was a loan installment,2017-03-01,0
7AU082094G506E949P,102,112,2017-07-01,6988-3552-298,8441-9106-593,626070,475813.2,CAD,0.76,This was a loan installment,2017-03-01,0
3VS454427R237D220B,102,112,2017-08-01,6988-3552-298,4652-7758-422,796128,605057.28,CAD,0.76,This was a loan installment,2017-03-01,0
3QO351242T670K726P,102,112,2017-09-01,6988-3552-298,7582-5237-047,574880,436908.8,CAD,0.76,This was a loan installment,2017-03-01,0
2AC155394Y514G076D,102,112,2017-10-01,6988-3552-298,1404-6803-057,686640,521846.4,CAD,0.76,This was a loan installment,2017-03-01,0
7ZT843655G222G497M,102,112,2017-11-01,6988-3552-298,5431-8076-366,219724,166990.24,CAD,0.76,This was a loan installment,2017-03-01,0
9CE942306V228K708M,102,112,2017-12-01,6988-3552-298,9975-0572-886,609380,463128.8,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4BK037718Q552F922T,102,112,2018-01-01,6988-3552-298,1826-3244-457,420471,319557.96,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
0IS625594N257D560V,102,112,2018-02-01,6988-3552-298,1373-4166-311,365276,277609.76,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1PP464594H600E180M,102,112,2018-03-01,6988-3552-298,8003-1464-483,940618,714869.68,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4RG699164K585R924T,102,112,2018-04-01,6988-3552-298,7703-6885-245,29851,22686.76,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
6OQ541119L073P588N,102,112,2018-05-01,6988-3552-298,3794-5251-130,538353,409148.28,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1EZ241892D790F980K,102,112,2018-06-01,6988-3552-298,7651-8952-057,53371,40561.96,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9PO096746S811L869C,102,113,2016-01-01,5950-8732-002,1256-1486-482,750615,570467.4,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4KX577935W962Z609N,102,113,2016-02-01,5950-8732-002,7849-0285-105,153540,116690.4,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9BZ384286G588T490E,102,113,2016-03-01,5950-8732-002,1640-7041-491,615419,467718.44,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9KB478709G731T916M,102,113,2016-04-01,5950-8732-002,3809-1078-254,787298,598346.48,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1EA147207F006A472J,102,113,2016-05-01,5950-8732-002,1097-6582-590,292107,222001.32,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
7QF910589H948B988I,102,113,2016-06-01,5950-8732-002,1760-1852-698,796133,605061.08,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
7GX000356R006X469O,102,113,2016-07-01,5950-8732-002,1970-4555-899,705996,536556.96,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
3JI379022N304R422W,102,113,2016-08-01,5950-8732-002,1838-5694-849,79221,60207.96,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4FY291733A307C431S,102,113,2016-09-01,5950-8732-002,8876-8024-429,601312,456997.12,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4PF194180R076U252B,102,113,2016-10-01,5950-8732-002,1624-0742-062,547065,415769.4,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
0VE570340H804E207D,102,113,2016-11-01,5950-8732-002,5814-8777-951,141524,107558.24,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
8ZT333747Z732C405C,102,113,2016-12-01,5950-8732-002,6988-3552-298,958973,728819.48,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1DD811592N942Z946K,102,113,2017-01-01,5950-8732-002,5950-8732-002,613307,466113.32,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9WL101886X570F546A,102,113,2017-02-01,5950-8732-002,9328-2377-226,177594,134971.44,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1LU783202K104U774U,102,113,2017-03-01,5950-8732-002,5829-4949-365,559031,424863.56,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
3UL050830X125U260J,102,113,2017-04-01,5950-8732-002,6161-0773-138,891066,677210.16,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
4RD981347V454J336E,102,113,2017-05-01,5950-8732-002,7226-3782-765,960104,729679.04,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
5YX420771Z964F386W,102,113,2017-06-01,5950-8732-002,1196-8648-189,529741,402603.16,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1YK223642H517D874E,102,113,2017-07-01,5950-8732-002,8441-9106-593,219326,166687.76,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
8FV801167O712M547E,102,113,2017-08-01,5950-8732-002,4652-7758-422,832653,632816.28,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
9GT137883G047S024L,102,113,2017-09-01,5950-8732-002,7582-5237-047,594314,451678.64,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
2KD401661X921R955D,102,113,2017-10-01,5950-8732-002,1404-6803-057,903647,686771.72,CAD,0.76,This was a credit card statement repayment,2017-03-01,0
1EZ485044W130Q654X,102,113,2017-11-01,5950-8732-002,5431-8076-366,980261,1048879.27,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
1NL979802I653K621R,102,113,2017-12-01,5950-8732-002,9975-0572-886,603512,645757.84,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
3PB899171X540E011E,102,113,2018-01-01,5950-8732-002,1826-3244-457,867955,928711.85,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
9WQ210517X111T007T,102,113,2018-02-01,5950-8732-002,1373-4166-311,978494,1046988.58,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
4XQ415995I367B205Q,102,113,2018-03-01,5950-8732-002,8003-1464-483,178373,190859.11,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
9RK829138O165F496G,102,113,2018-04-01,5950-8732-002,7703-6885-245,311140,332919.8,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
9XU148241E504Z584I,102,113,2018-05-01,5950-8732-002,3794-5251-130,944066,1010150.62,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
6MZ281985B213G163X,102,113,2018-06-01,5950-8732-002,7651-8952-057,277883,297334.81,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
0PV055767L429H956F,102,114,2016-01-01,9328-2377-226,1256-1486-482,684586,732507.02,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
7JI953133N358M060J,102,114,2016-02-01,9328-2377-226,7849-0285-105,477446,510867.22,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
7CU910450F581J986F,102,114,2016-03-01,9328-2377-226,1640-7041-491,835410,893888.7,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
0NF352918B487R004G,102,114,2016-04-01,9328-2377-226,3809-1078-254,473835,507003.45,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
2CI396345C492T435H,102,114,2016-05-01,9328-2377-226,1097-6582-590,431445,461646.15,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
5CY213296T138P619U,102,114,2016-06-01,9328-2377-226,1760-1852-698,589213,630457.91,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
7IR740793A136Q317P,102,114,2016-07-01,9328-2377-226,1970-4555-899,302817,324014.19,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
8HI653151E146D801G,102,114,2016-08-01,9328-2377-226,1838-5694-849,256153,274083.71,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
8TR155550K350J484H,102,114,2016-09-01,9328-2377-226,8876-8024-429,401590,429701.3,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
1ZB398757X895X612A,102,114,2016-10-01,9328-2377-226,1624-0742-062,884574,946494.18,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
2TE720411O190Y629H,102,114,2016-11-01,9328-2377-226,5814-8777-951,905740,969141.8,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
0SD786486N188D846Y,102,114,2016-12-01,9328-2377-226,6988-3552-298,96114,102841.98,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
4UK074252L912Q512J,102,114,2017-01-01,9328-2377-226,5950-8732-002,726384,777230.88,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
5NN239680H009I920G,102,114,2017-02-01,9328-2377-226,9328-2377-226,349690,374168.3,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
2GL941283N032J786H,102,114,2017-03-01,9328-2377-226,5829-4949-365,669735,716616.45,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
5IZ506841Z593D695I,102,114,2017-04-01,9328-2377-226,6161-0773-138,698420,747309.4,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
1SX525573C253Q890R,102,114,2017-05-01,9328-2377-226,7226-3782-765,975634,1043928.38,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
5TM006889K047J818N,102,114,2017-06-01,9328-2377-226,1196-8648-189,21069,22543.83,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
9LU675528J176A139E,102,114,2017-07-01,9328-2377-226,8441-9106-593,108712,116321.84,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
4LB785018M094Y095V,102,114,2017-08-01,9328-2377-226,4652-7758-422,827547,885475.29,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
6KR353294S326J070O,102,114,2017-09-01,9328-2377-226,7582-5237-047,90548,96886.36,EUR,1.07,This was a transfer from one account to a joint account,2017-03-01,0
2LV718604F983T548F,102,114,2017-10-01,9328-2377-226,1404-6803-057,244027,261108.89,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
6AS241854J542F297L,102,114,2017-11-01,9328-2377-226,5431-8076-366,471071,504045.97,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5MO411320P227P227A,102,114,2017-12-01,9328-2377-226,9975-0572-886,664651,711176.57,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
7DD362331B163Y309B,102,114,2018-01-01,9328-2377-226,1826-3244-457,162628,174011.96,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8EH478612G873C110S,102,114,2018-02-01,9328-2377-226,1373-4166-311,779408,833966.56,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1ES022627S875L121S,102,114,2018-03-01,9328-2377-226,8003-1464-483,496611,531373.77,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4PC025489Z785I157T,102,114,2018-04-01,9328-2377-226,7703-6885-245,542757,580749.99,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0UD552707N608T601M,102,114,2018-05-01,9328-2377-226,3794-5251-130,626649,670514.43,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
7XK468903Z614N658C,102,114,2018-06-01,9328-2377-226,7651-8952-057,250294,267814.58,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4NO360826I921S466L,102,115,2016-01-01,5829-4949-365,1256-1486-482,478607,512109.49,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
7WX664744U894N528F,102,115,2016-02-01,5829-4949-365,7849-0285-105,405127,433485.89,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0YY671389H525M656T,102,115,2016-03-01,5829-4949-365,1640-7041-491,901685,964802.95,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5BI630557O615R823J,102,115,2016-04-01,5829-4949-365,3809-1078-254,132493,141767.51,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
3VR330093V287K849L,102,115,2016-05-01,5829-4949-365,1097-6582-590,527992,564951.44,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
3YD843674J835M526K,102,115,2016-06-01,5829-4949-365,1760-1852-698,29574,31644.18,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1TP297565U552N830H,102,115,2016-07-01,5829-4949-365,1970-4555-899,984151,1053041.57,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
7UM015383E445F087R,102,115,2016-08-01,5829-4949-365,1838-5694-849,822320,879882.4,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8NH159974Y284J116X,102,115,2016-09-01,5829-4949-365,8876-8024-429,761425,814724.75,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
2KZ620865U859B165O,102,115,2016-10-01,5829-4949-365,1624-0742-062,599707,641686.49,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9EL547691O186X356A,102,115,2016-11-01,5829-4949-365,5814-8777-951,186977,200065.39,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0QY926831L648C643F,102,115,2016-12-01,5829-4949-365,6988-3552-298,407421,435940.47,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0BO598236Z509L372M,102,115,2017-01-01,5829-4949-365,5950-8732-002,649416,694875.12,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
6UB353236O465T576L,102,115,2017-02-01,5829-4949-365,9328-2377-226,33230,35556.1,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
3IE441233G486D474O,102,115,2017-03-01,5829-4949-365,5829-4949-365,915770,979873.9,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0GD519137M266Z961Y,102,115,2017-04-01,5829-4949-365,6161-0773-138,267211,285915.77,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
6BI754889F126V614V,102,115,2017-05-01,5829-4949-365,7226-3782-765,83414,89252.98,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4KX473702P808E363Z,102,115,2017-06-01,5829-4949-365,1196-8648-189,696270,745008.9,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9PL315054J814B978R,102,115,2017-07-01,5829-4949-365,8441-9106-593,11395,12192.65,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0EN095260N191E010S,102,115,2017-08-01,5829-4949-365,4652-7758-422,418450,447741.5,EUR,1.07,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
2PC316804M552Y734S,102,115,2017-09-01,5829-4949-365,7582-5237-047,172562,37963.64,MYR,0.22,This was a transaction made to a freelancer,2017-03-01,0
2OY503062V733G328C,102,115,2017-10-01,5829-4949-365,1404-6803-057,310673,68348.06,MYR,0.22,This was a transaction made to a freelancer,2017-03-01,0
3NC371410J132V127N,102,115,2017-11-01,5829-4949-365,5431-8076-366,384236,84531.92,MYR,0.22,This was a transaction made to a freelancer,2017-03-01,0
